Timestamp,,Sensor_Values1,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,Sensor_Values2,,,,
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.15372,0.25132,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.63276,0.83204,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.39324,9.9918,0.3904,0.07564,9.9918
,,9.9918,9.9918,0.29036,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.915,9.9918
,,1.87392,9.9918,1.39812,0.75152,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.16184,9.9918,2.06912,0.3416,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.64172,9.9918,0.66368,0.24644,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.18664,0.93208,9.9918
,,9.9918,9.9918,4.39688,1.20292,9.9918
,,9.9918,9.9918,4.331,1.1956,9.9918
,,9.9918,9.9918,5.24356,1.2932,9.9918
,,9.9918,9.9918,3.94304,1.22244,9.9918
,,9.9918,9.9918,9.9918,2.21796,9.9918
,,0.71004,9.9918,0.23912,0.34892,9.9918
,,3.64048,9.9918,1.22,0.68808,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.5856,4.72628,9.9918
,,9.9918,9.9918,9.9918,0.3904,9.9918
,,9.9918,9.9918,9.9918,9.9918,2.62788
,,9.9918,9.9918,5.08008,9.9918,9.9918
,,1.36884,9.9918,0.51972,0.73932,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.37576,9.9918,0.21228,0.36844,9.9918
,,9.9918,9.9918,9.9918,1.63236,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.33792,1.35908,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.66936,9.9918,2.17404,0.42944,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.20292,4.60916,9.9918
,,5.50952,9.9918,3.0012,0.47092,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.29768,0.50752,9.9918
,,9.9918,9.9918,5.31432,0.82228,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.22204,9.9918
,,9.9918,9.9918,9.9918,0.91012,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.36356,9.9918
,,9.9918,9.9918,3.63316,0.71492,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5856,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.6718,9.9918,3.46724,0.3294,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.42212,9.9918,9.9918,0.20008,9.9918
,,9.9918,9.9918,9.9918,1.39812,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.04024,9.9918,2.93044,0.34404,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.57096,9.9918,0.3294,0.27328,9.9918
,,9.9918,9.9918,9.9918,1.09068,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.5002,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.74908,9.9918,9.9918,2.52052,9.9918
,,9.9918,9.9918,6.2098,0.82472,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.44448,9.9918,9.9918,0.38308,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.50752,9.9918,0.52216,0.19032,9.9918
,,9.9918,9.9918,9.9918,2.47416,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.93044,0.73932,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,4.14068,9.9918,9.9918,1.03944,9.9918
,,9.9918,9.9918,9.9918,0.72712,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.39892,9.9918,9.9918,0.28548,9.9918
,,9.9918,9.9918,9.9918,2.11304,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.14232,9.9918,9.9918,0.21716,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.38552,9.9918,9.9918,0.33672,9.9918
,,9.9918,9.9918,9.9918,0.854,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.35136,9.9918
,,9.9918,9.9918,9.9918,8.30332,9.9918
,,0.67832,9.9918,9.9918,0.23668,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.35136,9.9918,9.9918,0.51484,9.9918
,,4.09188,9.9918,9.9918,1.03944,9.9918
,,9.9918,9.9918,9.9918,7.8812,9.9918
,,9.9918,9.9918,9.9918,0.83204,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.74176,9.9918,9.9918,0.51484,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.43432,9.9918,9.9918,0.31964,9.9918
,,9.9918,9.9918,9.9918,1.11996,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.38064,9.9918,9.9918,0.18788,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.13704,9.9918,0.72468,0.73444,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.31964,9.9918,9.9918,0.27328,9.9918
,,9.9918,9.9918,9.9918,0.7198,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.427,9.9918,1.72752,0.50752,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.33548,9.9918,9.9918,0.63928,9.9918
,,9.9918,9.9918,9.9918,1.64212,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.53476,9.9918,2.013,0.26352,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.69784,9.9918,9.9918,2.06912,9.9918
,,9.9918,9.9918,2.84992,0.62464,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.85644,9.9918,1.73484,0.32452,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.08416,9.9918,1.60064,0.58804,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.66692,1.32004,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.50752,9.9918
,,9.9918,9.9918,9.9918,9.24028,9.9918
,,0.58804,9.9918,1.80316,0.23912,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.34404,9.9918,0.94916,0.72956,9.9918
,,9.9918,9.9918,9.9918,1.36396,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.87228,9.9918,1.65188,0.82228,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.6954,9.9918,1.51524,0.37332,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.34404,9.9918,0.39284,1.24684,9.9918
,,9.9918,9.9918,6.81736,0.89792,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,2.69132,0.83692,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,7.59816,9.9918,9.9918,0.41724,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.94956,9.9918,2.47172,0.43676,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.73484,9.9918,9.9918,1.52256,9.9918
,,4.72384,9.9918,2.13256,0.71492,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.10816,9.9918,1.7568,0.62464,9.9918
,,9.9918,9.9918,9.9918,2.06912,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.80396,0.46116,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.08416,0.56364,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.30744,9.9918,0.19764,0.38796,9.9918
,,9.9918,9.9918,9.9918,1.8056,9.9918
,,0.69052,9.9918,9.9918,1.57868,9.9918
,,1.32004,9.9918,9.9918,0.49288,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,4.4286,9.9918,9.9918,0.7076,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.52332,9.9918,2.94264,0.62952,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.3294,9.9918,0.60756,0.2074,9.9918
,,9.9918,9.9918,2.47172,0.66368,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.54412,9.9918,9.9918,0.061,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.29036,9.9918,1.85196,0.49044,9.9918
,,9.9918,9.9918,9.9918,1.7446,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.62788,9.9918,2.12768,0.70272,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.47092,9.9918,9.9918,0.45628,9.9918
,,9.9918,9.9918,2.77184,0.58804,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.31476,9.9918,1.02724,0.51484,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.33916,9.9918,0.81984,0.48556,9.9918
,,9.9918,9.9918,9.9918,1.99104,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.07116,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.29768,9.9918,0.51972,0.37576,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.94916,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.99348,9.9918,2.1472,0.427,9.9918
,,9.9918,9.9918,9.9918,2.99144,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,4.3554,9.9918,9.9918,0.8052,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.53516,9.9918,9.9918,1.51036,9.9918
,,5.11668,9.9918,2.44488,0.51728,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,4.62136,0.79544,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.32492,9.9918,2.24236,0.46604,9.9918
,,9.9918,9.9918,9.9918,2.9646,9.9918
,,9.9918,9.9918,9.9918,6.0268,9.9918
,,6.98572,9.9918,3.3184,0.39284,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.30744,9.9918,0.66368,0.41724,9.9918
,,9.9918,9.9918,2.69376,0.6222,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.48188,0.58072,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.42944,9.9918,0.61488,1.769,9.9918
,,9.9918,9.9918,9.9918,1.82024,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,2.31556,9.9918,2.58152,0.46116,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.48068,9.9918,2.013,0.35868,9.9918
,,9.9918,9.9918,9.9918,4.48716,9.9918
,,9.9918,9.9918,9.9918,3.63316,9.9918
,,9.9918,9.9918,9.9918,1.22976,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.31596,9.9918,3.59168,0.5368,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.305,9.9918,0.90036,0.5856,9.9918
,,9.9918,9.9918,9.9918,0.96136,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.54044,0.59292,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.1956,9.9918,1.31516,1.42496,9.9918
,,9.9918,9.9918,1.83,0.92232,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.62464,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,3.67464,1.42252,9.9918
,,9.9918,9.9918,9.9918,3.16224,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,6.37084,9.9918,2.6108,0.5734,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.32452,9.9918,1.525,0.0976,9.9918
,,9.9918,9.9918,9.9918,2.02032,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.14436,9.9918,1.90076,0.37576,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.38552,9.9918,1.05408,1.47864,9.9918
,,9.9918,9.9918,3.52336,0.6588,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.28792,9.9918,0.66612,0.29768,9.9918
,,9.9918,9.9918,9.9918,0.6954,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.85196,9.9918,2.72548,0.44408,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.88368,9.9918,1.52256,0.31232,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.32492,9.9918,1.7934,0.39284,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.70272,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.66612,9.9918,0.77348,0.46848,9.9918
,,9.9918,9.9918,9.9918,1.16876,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.42456,9.9918,1.44448,0.43676,9.9918
,,9.9918,9.9918,9.9918,1.05896,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.70028,9.9918,1.59332,0.5856,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.36112,9.9918,1.32492,0.37576,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.976,9.9918
,,9.9918,9.9918,9.9918,0.47824,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,1.17852,1.01016,9.9918
,,9.9918,9.9918,4.95808,0.84912,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.27572,0.50752,9.9918
,,9.9918,9.9918,9.9918,0.56364,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,2.8426,9.9918
,,9.9918,9.9918,9.9918,1.13216,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.1346,9.9918,1.29564,0.21716,9.9918
,,9.9918,9.9918,9.9918,0.85644,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,3.49164,9.9918,9.9918,0.57828,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,1.0004,9.9918
,,9.9918,9.9918,9.9918,0.50996,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,0.67832,0.78812,9.9918
,,9.9918,9.9918,3.72344,0.65636,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,1.78364,9.9918,1.44692,0.57828,9.9918
,,9.9918,9.9918,9.9918,1.02724,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.70516,9.9918,9.9918,0.4514,9.9918
,,9.9918,9.9918,9.9918,3.477,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.77592,9.9918,9.9918,0.68076,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,0.3294,9.9918,9.9918,0.44408,9.9918
,,9.9918,9.9918,9.9918,1.84708,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,0.49288,9.9918
,,9.9918,9.9918,9.9918,9.9918,9.9918
,,9.9918,9.9918,9.9918,2.91824,9.9918
,,9.9918,9.9918,9.9918,0.50752,9.9918
,,9.9918,9.9918,9.9918,9.9918,4.37736
,,9.9918,9.9918,9.9918,1.07848,9.9918
