Timestamp,,Sensor_Values1,,,,
48:08.3,,,,,,
48:09.3,,,,,,
48:10.3,,,,,,
48:11.3,,,,,,
48:12.3,,,,,,
48:13.3,,,,,,
48:14.3,,,,,,
48:15.3,,,,,,
48:16.3,,,,,,
48:17.3,,,,,,
48:18.3,,,,,,
48:19.3,,,,,,
48:20.3,,,,,,
48:21.3,,,,,,
48:22.3,,,,,,
48:23.3,,,,,,
48:24.3,,,,,,
48:25.3,,,,,,
48:26.3,,,,,,
48:27.3,,,,,,
48:28.3,,,,,,
48:29.3,,,,,,
48:30.3,,,,,,
48:31.3,,,,,,
48:32.3,,,,,,
48:33.3,,,,,,
48:34.3,,,,,,
48:35.3,,,,,,
48:36.3,,,,,,
48:37.3,,,,,,
48:38.3,,,,,,
48:39.3,,,,,,
48:40.3,,,,,,
48:41.3,,,,,,
48:42.3,,,,,,
48:43.3,,,,,,
48:44.3,,,,,,
48:45.3,,,,,,
48:46.3,,,,,,
48:47.3,,,,,,
48:48.3,,,,,,
48:49.3,,,,,,
48:50.3,,,,,,
48:51.3,,,,,,
48:52.3,,,,,,
48:53.3,,,,,,
48:54.3,,,,,,
48:55.3,,,,,,
48:56.3,,,,,,
48:57.3,,,,,,
48:58.3,,,,,,
48:59.3,,,,,,
49:00.3,,,,,,
49:01.3,,,,,,
49:02.3,,,,,,
49:03.3,,,,,,
49:04.3,,,,,,
49:05.3,,,,,,
49:06.3,,,,,,
49:07.3,,,,,,
49:08.3,,,,,,
49:09.3,,,,,,
49:10.3,,,,,,
49:11.3,,,,,,
49:12.3,,,,,,
49:13.3,,,,,,
49:14.3,,,,,,
49:15.3,,,,,,
49:16.3,,,,,,
49:17.3,,,,,,
49:18.3,,,,,,
49:19.3,,,,,,
49:20.3,,,,,,
49:21.3,,,,,,
49:22.3,,,,,,
49:23.3,,,,,,
49:24.3,,,,,,
49:25.3,,,,,,
49:26.4,,,,,,
49:27.3,,,,,,
49:28.3,,,,,,
49:29.3,,,,,,
49:30.3,,,,,,
49:31.3,,,,,,
49:32.3,,,,,,
49:33.3,,,,,,
49:34.4,,,,,,
49:35.3,,,,,,
49:36.3,,,,,,
49:37.3,,,,,,
49:38.4,,,,,,
49:39.4,,,,,,
49:40.3,,,,,,
49:41.3,,,,,,
49:42.4,,,,,,
49:43.3,,,,,,
49:44.3,,,,,,
49:45.4,,,,,,
49:46.3,,,,,,
49:47.3,,,,,,
49:48.4,,,,,,
49:49.4,,,,,,
49:50.4,,,,,,
49:51.4,,,,,,
49:52.3,,,,,,
49:53.4,,,,,,
49:54.4,,,,,,
49:55.3,,,,,,
49:56.4,,,,,,
49:57.4,,,,,,
49:58.4,,,,,,
49:59.4,,,,,,
50:00.4,,,,,,
50:01.4,,,,,,
50:02.4,,,,,,
50:03.4,,,,,,
50:04.4,,,,,,
50:05.4,,,,,,
50:06.4,,,,,,
50:07.4,,,,,,
50:08.4,,,,,,
50:09.4,,,,,,
50:10.4,,,,,,
50:11.4,,,,,,
50:12.4,,,,,,
50:13.4,,,,,,
50:14.4,,,,,,
50:15.4,,,,,,
50:16.4,,,,,,
50:17.4,,,,,,
50:18.4,,,,,,
50:19.4,,,,,,
50:20.4,,,,,,
50:21.4,,,,,,
50:22.4,,,,,,
50:23.4,,,,,,
50:24.4,,,,,,
50:25.4,,,,,,
50:26.4,,,,,,
50:27.4,,,,,,
50:28.4,,,,,,
50:29.4,,,,,,
50:30.4,,,,,,
50:31.4,,,,,,
50:32.4,,,,,,
50:33.4,,,,,,
50:34.4,,,,,,
50:35.4,,,,,,
50:36.4,,,,,,
50:37.4,,,,,,
50:38.4,,,,,,
50:39.4,,,,,,
50:40.4,,,,,,
50:41.4,,,,,,
50:42.4,,,,,,
50:43.4,,,,,,
50:44.4,,,,,,
50:45.4,,,,,,
50:46.4,,,,,,
50:47.4,,,,,,
50:48.4,,,,,,
50:49.4,,,,,,
50:50.4,,,,,,
50:51.4,,,,,,
50:52.4,,,,,,
50:53.4,,,,,,
50:54.4,,,,,,
50:55.4,,,,,,
50:56.4,,,,,,
50:57.4,,,,,,
50:58.4,,,,,,
50:59.4,,,,,,
51:00.5,,,,,,
51:01.8,,,,,,
51:02.6,,,,,,
51:03.4,,,,,,
51:04.4,,,,,,
51:05.5,,,,,,
51:06.5,,,,,,
51:07.4,,,,,,
51:08.4,,,,,,
51:09.4,,,,,,
51:10.4,,,,,,
51:11.4,,,,,,
51:12.4,,,,,,
51:13.4,,,,,,
51:14.4,,,,,,
51:15.4,,,,,,
51:16.4,,,,,,
51:17.5,,,,,,
51:18.4,,,,,,
51:19.5,,,,,,
51:20.4,,,,,,
51:21.5,,,,,,
51:22.4,,,,,,
51:23.5,,,,,,
51:24.4,,,,,,
51:25.4,,,,,,
51:26.4,,,,,,
51:27.4,,,,,,
51:28.4,,,,,,
51:29.4,,,,,,
51:30.5,,,,,,
51:31.4,,,,,,
51:32.5,,,,,,
51:33.5,,,,,,
51:34.5,,,,,,
51:35.5,,,,,,
51:36.5,,,,,,
51:37.5,,,,,,
